mOTU,taxo,motupan_w_ppan,motupan_w_roary,ppanggolin_persist,ppanggolin_shell,roary_core,roary_shell,nb_genomes,mean_completeness_ppan,mean_completeness_roary,mean_est_ppan_cogs,mean_est_roary_cogs,mean_scaff_count,type,genoms_ids
s__Clostridium_P perfringens,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_P;s__Clostridium_P perfringens,2462,2056,2569,727,1279,2900,50,98.32593176279447,95.26740077821012,3244.325321444402,3286.028377663313,66.04123711340206,gtdb,RS_GCF_900447105.1;RS_GCF_001579765.1;RS_GCF_001949485.1;RS_GCF_001949405.1;RS_GCF_003181495.1;RS_GCF_001949545.1;RS_GCF_001406415.1;RS_GCF_003181395.1;RS_GCF_001949315.1;RS_GCF_001949635.1;GB_GCA_003181915.1;RS_GCF_003181835.1;RS_GCF_002160285.1;RS_GCF_001949385.1;RS_GCF_003181415.1;RS_GCF_001546355.1;RS_GCF_001949215.1;RS_GCF_003181475.1;RS_GCF_900461155.1;RS_GCF_001949615.1;RS_GCF_001854085.1;RS_GCF_000013285.1;GB_GCA_003181925.1;RS_GCF_000171195.1;RS_GCF_003181555.1;RS_GCF_001949595.1;RS_GCF_001949565.1;RS_GCF_900447125.1;RS_GCF_003181405.1;RS_GCF_000171215.1;RS_GCF_000243175.1;GB_GCA_003181625.1;RS_GCF_003181355.1;RS_GCF_001949295.1;RS_GCF_002018235.1;GB_GCA_003181845.1;GB_GCA_000013845.2;RS_GCF_003181455.1;RS_GCF_001949735.1;RS_GCF_001949465.1;RS_GCF_001949625.1;RS_GCF_001052445.1;RS_GCF_001579785.1;RS_GCF_003181535.1;RS_GCF_001304735.1;RS_GCF_003181615.1;RS_GCF_000512415.1;RS_GCF_001949805.1;RS_GCF_002161405.1;RS_GCF_001414595.1
s__Fischerella thermalis,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Fischerella;s__Fischerella thermalis,3861,3930,3898,656,3159,2106,30,98.55192523525855,96.96043256997456,4768.173691560533,4730.576089516674,301.9,gtdb,RS_GCF_000231365.1;RS_GCF_000317225.1;RS_GCF_001548455.1;RS_GCF_001904645.1;RS_GCF_002870185.1;RS_GCF_002870205.1;RS_GCF_002870255.1;RS_GCF_002870265.1;RS_GCF_002870305.1;RS_GCF_002870325.1;RS_GCF_002870345.1;RS_GCF_002870365.1;RS_GCF_002870405.1;RS_GCF_002870415.1;RS_GCF_002870445.1;RS_GCF_002870465.1;RS_GCF_002870475.1;RS_GCF_002870505.1;RS_GCF_002870525.1;RS_GCF_002870545.1;RS_GCF_002870565.1;RS_GCF_002870585.1;RS_GCF_002870615.1;RS_GCF_002870635.1;RS_GCF_002870705.1;RS_GCF_002870725.1;RS_GCF_002870745.1;RS_GCF_002870755.1;RS_GCF_002870785.1;RS_GCF_002870795.1
s__Anaplasma phagocytophilum,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Anaplasmataceae;g__Anaplasma;s__Anaplasma phagocytophilum,855,839,918,227,609,1040,27,99.08793588910548,94.79453052575818,1264.8783086640196,1310.4650976641958,61.407407407407405,gtdb,GB_GCA_000964785.1;RS_GCF_000013125.1;RS_GCF_000439755.1;RS_GCF_000439775.1;RS_GCF_000439795.1;RS_GCF_000478425.1;RS_GCF_000478445.1;RS_GCF_000689615.1;RS_GCF_000689635.2;RS_GCF_000689655.1;RS_GCF_000964685.1;RS_GCF_000964725.1;RS_GCF_000964745.1;RS_GCF_000964915.1;RS_GCF_000964935.1;RS_GCF_000964945.1;RS_GCF_000964985.1;RS_GCF_000965125.1;RS_GCF_000968455.1;RS_GCF_000968465.1;RS_GCF_002849375.1;RS_GCF_900000025.1;RS_GCF_900078505.1;RS_GCF_900088605.1;RS_GCF_900088615.1;RS_GCF_900088625.1;RS_GCF_900088665.2
s__Sharpea azabuensis,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Sharpea;s__Sharpea azabuensis,1615,1483,1561,596,412,1979,28,88.42054400707653,87.93477025334747,2040.8921644383504,2052.0357774865442,153.14285714285714,gtdb,GB_GCA_002351115.1;GB_GCA_002362095.1;GB_GCA_002368535.1;GB_GCA_002371775.1;GB_GCA_002372955.1;GB_GCA_002374035.1;GB_GCA_002380215.1;GB_GCA_002392775.1;GB_GCA_002395325.1;GB_GCA_002449865.1;GB_GCA_002450195.1;GB_GCA_003451295.1;GB_GCA_003484505.1;GB_GCA_003500565.1;GB_GCA_003520115.1;GB_GCA_003520165.1;GB_GCA_003522225.1;GB_GCA_003527105.1;GB_GCA_900314675.1;GB_GCA_900315515.1;GB_GCA_900315725.1;GB_GCA_900317185.1;GB_GCA_900317255.1;GB_GCA_900317435.1;RS_GCF_000702165.1;RS_GCF_900108995.1;RS_GCF_900112735.1;RS_GCF_900114425.1
s__Pseudomonas_E cerasi,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E cerasi,4375,4207,4492,497,4060,1659,22,99.62545454545457,99.17881993214773,5233.829683639367,5365.149333689288,102.9090909090909,gtdb,RS_GCF_000333995.1;RS_GCF_000935795.1;RS_GCF_001281365.1;RS_GCF_001293665.1;RS_GCF_001401005.1;RS_GCF_001466845.1;RS_GCF_001467335.1;RS_GCF_001535905.1;RS_GCF_002318015.1;RS_GCF_002318735.1;RS_GCF_002318795.1;RS_GCF_002318805.1;RS_GCF_002318895.1;RS_GCF_002699965.1;RS_GCF_002917175.1;RS_GCF_900074915.1;RS_GCF_900099665.1;RS_GCF_900103395.1;RS_GCF_900103765.1;RS_GCF_900105295.1;RS_GCF_900119195.1;RS_GCF_900235895.1
s__Burkholderia territorii,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia territorii,5237,5217,5301,881,4629,2018,33,99.33499632567803,98.9020422743827,6132.64625480372,6159.8112021049465,80.39393939393939,gtdb,RS_GCF_001521925.1;RS_GCF_001522095.1;RS_GCF_001522355.1;RS_GCF_001522365.1;RS_GCF_001524485.1;RS_GCF_001526285.1;RS_GCF_001526385.1;RS_GCF_001526405.1;RS_GCF_001526425.1;RS_GCF_001526705.1;RS_GCF_001526805.1;RS_GCF_001527205.1;RS_GCF_001527765.1;RS_GCF_001528005.1;RS_GCF_001528995.1;RS_GCF_001529965.1;RS_GCF_001530725.1;RS_GCF_001530925.1;RS_GCF_001530945.1;RS_GCF_001530965.1;RS_GCF_001531005.1;RS_GCF_001531325.1;RS_GCF_001531385.1;RS_GCF_001532155.1;RS_GCF_001532185.1;RS_GCF_001532675.1;RS_GCF_001532725.1;RS_GCF_001532735.1;RS_GCF_001533385.1;RS_GCF_001533805.1;RS_GCF_001534365.1;RS_GCF_001636095.1;RS_GCF_001718335.1
s__Klebsiella_B aerogenes,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella_B;s__Klebsiella_B aerogenes,4206,4101,4245,578,3773,1511,50,98.94051830718021,98.44890758351622,4910.0833910768315,4927.958304741879,76.77241379310345,gtdb,RS_GCF_001011475.1;RS_GCF_001030185.1;RS_GCF_000534115.1;RS_GCF_001631845.1;RS_GCF_001011575.1;RS_GCF_001571545.2;RS_GCF_002849555.1;RS_GCF_000534095.1;RS_GCF_003227835.1;RS_GCF_001525505.1;RS_GCF_003057195.1;RS_GCF_001472275.1;RS_GCF_001649605.2;RS_GCF_003057225.1;RS_GCF_001053595.1;RS_GCF_002863975.1;RS_GCF_001059975.1;RS_GCF_001053235.1;RS_GCF_001473095.1;RS_GCF_001631725.1;RS_GCF_001011175.1;RS_GCF_001055555.1;RS_GCF_000534135.1;RS_GCF_001631565.1;RS_GCF_001662715.1;RS_GCF_001011935.1;RS_GCF_001518675.1;RS_GCF_001011535.1;RS_GCF_001525245.1;RS_GCF_001011795.1;RS_GCF_001030165.1;RS_GCF_000957485.1;RS_GCF_001054275.1;RS_GCF_900075225.1;RS_GCF_000956775.1;RS_GCF_000957715.1;RS_GCF_002796525.1;RS_GCF_002796405.1;RS_GCF_000534075.1;RS_GCF_002152915.1;GB_GCA_002946615.1;RS_GCF_001011265.1;RS_GCF_001631605.1;RS_GCF_001052095.1;RS_GCF_001472155.1;RS_GCF_000215745.1;RS_GCF_003227795.1;RS_GCF_001011385.1;RS_GCF_001974865.1;RS_GCF_001518435.1
s__Dehalococcoides mccartyi_B,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides mccartyi_B,1179,1166,1189,206,1148,527,21,99.6425299890949,99.43303928775629,1452.497742041288,1464.272971965888,3.142857142857143,gtdb,GB_GCA_001678035.1;GB_GCA_001761445.1;GB_GCA_002425805.1;GB_GCA_002426725.1;RS_GCF_000009025.1;RS_GCF_000016705.1;RS_GCF_000025585.1;RS_GCF_000341655.1;RS_GCF_000341695.1;RS_GCF_000741845.1;RS_GCF_000830885.1;RS_GCF_001460955.1;RS_GCF_001515295.1;RS_GCF_001547795.1;RS_GCF_001610775.1;RS_GCF_002007845.1;RS_GCF_002007865.1;RS_GCF_002021775.1;RS_GCF_002024205.1;RS_GCF_002024225.1;RS_GCF_002028285.1
s__Clostridium botulinum_A,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium botulinum_A,2740,2637,2830,671,2546,1506,22,99.5891506303915,99.25299065742752,3440.3319987150885,3486.122615844866,77.31818181818181,gtdb,GB_GCA_002103895.1;GB_GCA_002103935.1;GB_GCA_002103955.1;GB_GCA_002104035.1;RS_GCF_000020285.1;RS_GCF_000175335.1;RS_GCF_000353835.1;RS_GCF_000827935.1;RS_GCF_000827955.1;RS_GCF_000828305.1;RS_GCF_001273225.1;RS_GCF_001276965.1;RS_GCF_001573245.1;RS_GCF_001573565.1;RS_GCF_001573585.1;RS_GCF_001573615.1;RS_GCF_001573635.1;RS_GCF_001573655.1;RS_GCF_001573695.1;RS_GCF_001573795.1;RS_GCF_001573805.1;RS_GCF_002798035.1
s__Aeromonas hydrophila,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__Aeromonas;s__Aeromonas hydrophila,3688,3492,3759,810,3234,1848,50,99.35611713665945,98.73459564719359,4440.698509041248,4479.713440730877,62.29090909090909,gtdb,RS_GCF_001705915.1;RS_GCF_001019645.1;RS_GCF_000803185.1;RS_GCF_000819505.1;RS_GCF_000786315.1;RS_GCF_001535585.1;GB_GCA_002297625.1;RS_GCF_001687125.1;RS_GCF_000724965.1;RS_GCF_001717755.1;RS_GCF_001756325.1;RS_GCF_000315835.1;RS_GCF_001895965.1;RS_GCF_001055195.1;RS_GCF_000586055.1;RS_GCF_001056955.1;RS_GCF_002918915.1;RS_GCF_002919845.1;RS_GCF_000963645.1;RS_GCF_002093135.1;RS_GCF_001455365.1;RS_GCF_002115515.1;RS_GCF_001756345.1;RS_GCF_000633175.1;RS_GCF_001055245.1;RS_GCF_001705945.1;RS_GCF_000014805.1;RS_GCF_000783255.1;RS_GCF_000708065.1;RS_GCF_001057115.1;RS_GCF_000401555.1;RS_GCF_001999685.1;RS_GCF_001604855.1;RS_GCF_001057275.1;RS_GCF_001937135.1;RS_GCF_001604905.1;RS_GCF_000626755.1;RS_GCF_001982465.1;RS_GCF_003014775.1;RS_GCF_000708105.1;RS_GCF_001604895.1;RS_GCF_001683535.1;RS_GCF_900155975.1;RS_GCF_001518775.1;RS_GCF_000940915.1;RS_GCF_002114075.1;GB_GCA_002897335.1;RS_GCF_900156325.1;RS_GCF_000635955.1;RS_GCF_000820325.1
s__Bacillus_A thuringiensis_N,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae_G;g__Bacillus_A;s__Bacillus_A thuringiensis_N,5130,5130,4829,787,3503,2905,22,98.2706982101719,95.46502746765906,6054.090302565403,5934.44544261753,114.18181818181819,gtdb,RS_GCF_001455345.1;RS_GCF_001619425.1;RS_GCF_002147505.1;RS_GCF_002552295.1;RS_GCF_002558315.1;RS_GCF_002559805.1;RS_GCF_002560145.1;RS_GCF_002560475.1;RS_GCF_002561985.1;RS_GCF_002562625.1;RS_GCF_002565765.1;RS_GCF_002566255.1;RS_GCF_002566425.1;RS_GCF_002566535.1;RS_GCF_002567135.1;RS_GCF_002567745.1;RS_GCF_002568425.1;RS_GCF_002570965.1;RS_GCF_002571195.1;RS_GCF_002574255.1;RS_GCF_002582445.1;RS_GCF_002584075.1
s__Achromobacter xylosoxidans,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Achromobacter;s__Achromobacter xylosoxidans,5072,4934,5245,1089,4479,2373,50,98.72104416403785,98.44072314552086,6048.385224142462,6078.798152740117,164.45098039215685,gtdb,RS_GCF_001471535.2;RS_GCF_003031105.1;RS_GCF_002083165.2;RS_GCF_001057595.1;RS_GCF_001598595.1;RS_GCF_001299265.1;RS_GCF_001815425.1;RS_GCF_001299215.1;RS_GCF_000186185.1;RS_GCF_001541435.1;RS_GCF_003177325.1;RS_GCF_001298895.1;RS_GCF_001810925.1;RS_GCF_001276005.1;GB_GCA_002479575.1;RS_GCF_001299055.1;RS_GCF_001299155.1;RS_GCF_001559195.1;RS_GCF_001298795.1;RS_GCF_001275865.1;RS_GCF_001813885.1;RS_GCF_001298915.1;RS_GCF_001957055.1;GB_GCA_002294075.1;RS_GCF_000517225.1;RS_GCF_001299175.1;RS_GCF_001299335.1;RS_GCF_001299115.1;RS_GCF_001299415.1;RS_GCF_900475575.1;RS_GCF_001299195.1;RS_GCF_001038045.1;RS_GCF_001299035.1;RS_GCF_001298935.1;RS_GCF_001276035.1;RS_GCF_001957065.1;RS_GCF_001276315.1;RS_GCF_001276025.1;RS_GCF_003184165.1;RS_GCF_001057605.1;RS_GCF_001275845.1;RS_GCF_001299235.1;RS_GCF_001299095.1;GB_GCA_000508285.1;RS_GCF_001957045.1;RS_GCF_000967095.2;RS_GCF_001457475.1;RS_GCF_001299015.1;RS_GCF_001299295.1;RS_GCF_001275875.1
s__Lactobacillus crispatus,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus,1450,1206,1504,1002,990,2104,50,99.02,97.502096185738,2096.506948163748,2137.3838549889074,108.93548387096774,gtdb,RS_GCF_000162255.1;RS_GCF_002218885.1;RS_GCF_002218655.1;RS_GCF_002218685.1;RS_GCF_002088015.1;RS_GCF_001541385.1;RS_GCF_002218925.1;RS_GCF_002863245.1;RS_GCF_000497065.1;RS_GCF_002863505.1;RS_GCF_002218805.1;RS_GCF_002553785.1;RS_GCF_002218565.1;RS_GCF_000301135.1;RS_GCF_002218645.1;RS_GCF_002219085.1;RS_GCF_002218895.1;RS_GCF_000162315.1;RS_GCF_001546025.1;RS_GCF_002553895.1;RS_GCF_002218615.1;RS_GCF_000177575.1;RS_GCF_002218735.1;RS_GCF_002861765.1;RS_GCF_002554015.1;RS_GCF_001541505.1;RS_GCF_001700475.1;RS_GCF_002219015.1;RS_GCF_000091765.1;RS_GCF_002219045.1;RS_GCF_001567095.1;RS_GCF_002218845.1;RS_GCF_002219005.1;RS_GCF_000176975.2;RS_GCF_001541515.1;RS_GCF_001546015.1;RS_GCF_002861775.1;RS_GCF_002861805.1;RS_GCF_002218815.1;RS_GCF_002218975.1;RS_GCF_001563615.1;RS_GCF_002219055.1;RS_GCF_000301115.1;RS_GCF_002218855.1;RS_GCF_002863485.1;RS_GCF_001434005.1;RS_GCF_000160515.1;RS_GCF_002218765.1;RS_GCF_000161915.2;GB_GCA_001311685.1
s__Xanthomonas perforans,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xanthomonas;s__Xanthomonas perforans,3723,3637,3699,1294,3532,1819,50,99.56297555734623,99.47838218311797,4435.040213940159,4478.18137303762,148.82051282051282,gtdb,RS_GCF_001009485.1;RS_GCF_001009445.1;RS_GCF_001010085.1;RS_GCF_001009175.1;RS_GCF_002939715.1;RS_GCF_001009955.1;RS_GCF_001009765.1;RS_GCF_001009825.1;RS_GCF_001008895.1;RS_GCF_001008915.1;RS_GCF_001009395.1;RS_GCF_001009665.1;RS_GCF_001401675.2;RS_GCF_001009255.1;RS_GCF_000802325.1;RS_GCF_001009855.1;RS_GCF_000225915.1;RS_GCF_001009945.1;RS_GCF_001008805.1;RS_GCF_001691375.1;RS_GCF_001908855.1;RS_GCF_001976075.1;RS_GCF_001009055.1;RS_GCF_001008995.1;RS_GCF_000730305.1;RS_GCF_001010095.1;RS_GCF_001401625.1;RS_GCF_001010005.1;RS_GCF_000009165.1;RS_GCF_001009205.1;RS_GCF_001009165.1;RS_GCF_003136175.1;RS_GCF_001010105.1;RS_GCF_000192045.2;RS_GCF_001009075.1;RS_GCF_000802345.1;RS_GCF_001009135.1;RS_GCF_001009045.1;RS_GCF_001908795.1;RS_GCF_001008825.1;RS_GCF_001854165.1;RS_GCF_001010015.1;RS_GCF_001008815.1;RS_GCF_001009475.1;RS_GCF_001009405.1;RS_GCF_001010025.1;RS_GCF_001009215.1;RS_GCF_001009385.1;RS_GCF_001009125.1;RS_GCF_001009925.1
s__Atlantibacter hermannii,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Atlantibacter;s__Atlantibacter hermannii,3556,3449,3647,305,2570,1912,21,96.5474529969468,95.33488243659308,4146.328023979175,4162.200211987982,96.28571428571429,gtdb,GB_GCA_002294575.1;GB_GCA_002307955.1;GB_GCA_002317605.1;GB_GCA_002319825.1;GB_GCA_002333165.1;GB_GCA_002339625.1;GB_GCA_002348865.1;GB_GCA_002362795.1;GB_GCA_002363315.1;GB_GCA_002363415.1;GB_GCA_002363455.1;GB_GCA_002377185.1;GB_GCA_002392205.1;GB_GCA_002413915.1;GB_GCA_002423795.1;GB_GCA_002432765.1;GB_GCA_002438165.1;GB_GCA_002477045.1;GB_GCA_002500265.1;RS_GCF_000248015.1;RS_GCF_000878365.1
s__Vibrio splendidus,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio splendidus,3831,3583,3956,1050,3196,2259,50,99.42845053510831,98.53363103544514,4818.245664633141,4834.739661471478,134.74698795180723,gtdb,RS_GCF_003049975.1;RS_GCF_002872895.1;RS_GCF_003050305.1;RS_GCF_001558015.1;RS_GCF_002877525.1;RS_GCF_003050425.1;RS_GCF_003050385.1;RS_GCF_002874245.1;RS_GCF_003050345.1;RS_GCF_001306195.1;RS_GCF_003049965.1;RS_GCF_002876565.1;RS_GCF_002872775.1;RS_GCF_003050145.1;RS_GCF_900089845.1;RS_GCF_002876905.1;RS_GCF_003050025.1;RS_GCF_001306215.1;RS_GCF_003049945.1;RS_GCF_003050545.1;RS_GCF_003050005.1;RS_GCF_002875045.1;RS_GCF_002873485.1;RS_GCF_002877315.1;RS_GCF_000272125.2;RS_GCF_003050165.1;RS_GCF_003050505.1;RS_GCF_002875395.1;RS_GCF_002875085.1;RS_GCF_003050405.1;RS_GCF_003050125.1;RS_GCF_003049865.1;RS_GCF_001974565.1;RS_GCF_003050255.1;RS_GCF_002874335.1;RS_GCF_002877225.1;RS_GCF_002875005.1;RS_GCF_000272305.2;RS_GCF_003049905.1;RS_GCF_002876745.1;RS_GCF_002876825.1;RS_GCF_000152765.1;RS_GCF_000272285.1;RS_GCF_002875305.1;RS_GCF_002875065.1;RS_GCF_000272345.2;RS_GCF_000256485.1;RS_GCF_001676015.1;RS_GCF_003050355.1;RS_GCF_003050465.1
s__Stenotrophomonas maltophilia_AK,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__Stenotrophomonas maltophilia_AK,3385,3044,3426,493,2865,1797,46,99.0236754222593,98.77697537564991,3953.292465537484,3974.7089157695464,120.6304347826087,gtdb,GB_GCA_002308015.1;GB_GCA_002420585.1;RS_GCF_000346445.1;RS_GCF_001068765.1;RS_GCF_001069345.1;RS_GCF_001069405.1;RS_GCF_001069435.1;RS_GCF_001070185.1;RS_GCF_001276345.1;RS_GCF_001286925.1;RS_GCF_001580555.1;RS_GCF_001676295.1;RS_GCF_001676395.1;RS_GCF_001676445.1;RS_GCF_001807895.1;RS_GCF_002205215.1;RS_GCF_002277735.1;RS_GCF_002739005.1;RS_GCF_002739025.1;RS_GCF_002739065.1;RS_GCF_002739075.1;RS_GCF_002739095.1;RS_GCF_002739105.1;RS_GCF_002739145.1;RS_GCF_002739465.1;RS_GCF_002739505.1;RS_GCF_002739785.1;RS_GCF_002739825.1;RS_GCF_002739835.1;RS_GCF_002739855.1;RS_GCF_002739875.1;RS_GCF_002739905.1;RS_GCF_002739945.1;RS_GCF_002740215.1;RS_GCF_002740245.1;RS_GCF_002740255.1;RS_GCF_002799215.1;RS_GCF_003244495.1;RS_GCF_003244505.1;RS_GCF_003244535.1;RS_GCF_003244785.1;RS_GCF_003244795.1;RS_GCF_003244805.1;RS_GCF_003244855.1;RS_GCF_003244875.1;RS_GCF_003244885.1
s__Streptococcus suis,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus suis,1591,1492,1649,291,1284,1023,50,99.07713513513511,98.12890080428953,2033.3041143885255,2037.408955061199,76.65187376725838,gtdb,RS_GCF_900063615.1;RS_GCF_000936735.1;RS_GCF_900009985.1;RS_GCF_000946675.1;RS_GCF_000940095.1;RS_GCF_900059125.1;RS_GCF_000942495.1;RS_GCF_900063635.1;RS_GCF_900055125.1;RS_GCF_900008015.1;RS_GCF_900049115.1;RS_GCF_000440755.1;RS_GCF_000945215.1;RS_GCF_900053805.1;RS_GCF_002111405.1;RS_GCF_900058525.1;RS_GCF_000938815.1;RS_GCF_000938655.1;RS_GCF_900053225.1;RS_GCF_000947055.1;RS_GCF_000936045.1;RS_GCF_900009745.1;RS_GCF_000942595.1;RS_GCF_000945875.1;RS_GCF_900060665.1;RS_GCF_000877195.1;RS_GCF_900064695.1;RS_GCF_900008005.1;RS_GCF_000944815.1;RS_GCF_900009285.1;RS_GCF_000876895.1;RS_GCF_900049165.1;RS_GCF_000938555.1;RS_GCF_900057535.1;RS_GCF_900053615.1;RS_GCF_000231885.1;RS_GCF_003012485.1;RS_GCF_002961265.1;RS_GCF_900014835.1;RS_GCF_000942615.1;RS_GCF_002964145.1;RS_GCF_900051985.1;RS_GCF_000937195.1;RS_GCF_900058255.1;RS_GCF_000441295.1;RS_GCF_000941515.1;RS_GCF_900052005.1;RS_GCF_900008045.1;RS_GCF_000938455.1;RS_GCF_000945135.1
s__Staphylococcus epidermidis,d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus epidermidis,1981,1903,2033,593,1742,1112,50,99.65508430085815,98.78728008407779,2356.7355992020325,2383.467584564453,101.05756929637526,gtdb,RS_GCF_002085695.1;RS_GCF_900108795.1;RS_GCF_000276345.1;RS_GCF_001071415.1;RS_GCF_001622555.1;RS_GCF_001659395.1;RS_GCF_001073685.1;RS_GCF_001473265.2;RS_GCF_001658785.1;RS_GCF_001072775.1;RS_GCF_001069075.1;RS_GCF_000705035.1;RS_GCF_001659125.1;RS_GCF_001465375.1;RS_GCF_000276285.1;RS_GCF_001072995.1;RS_GCF_001815825.1;RS_GCF_001072575.1;RS_GCF_001071565.1;RS_GCF_001075165.1;RS_GCF_001837975.1;RS_GCF_001659345.1;RS_GCF_000011925.1;RS_GCF_001068995.1;RS_GCF_002156425.1;RS_GCF_001837945.1;RS_GCF_001070395.1;RS_GCF_001072885.1;RS_GCF_001075335.1;RS_GCF_001659235.1;RS_GCF_000627055.1;RS_GCF_002750145.1;RS_GCF_001072065.1;GB_GCA_000390365.1;RS_GCF_001072005.1;RS_GCF_000007645.1;RS_GCF_000164075.1;RS_GCF_001476515.1;RS_GCF_003038655.1;GB_GCA_000390405.1;RS_GCF_002288605.1;RS_GCF_002749455.1;RS_GCF_001465365.1;RS_GCF_001622665.1;RS_GCF_003035745.1;RS_GCF_001070315.1;RS_GCF_001070565.1;RS_GCF_000245675.1;RS_GCF_000276065.1;RS_GCF_000245635.1
s__Bacillus atrophaeus,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus atrophaeus,3528,3478,3585,501,3293,1116,30,99.49191987906276,99.27515622004985,4095.8018981871346,4117.337152016524,29.9,gtdb,GB_GCA_002688645.1;RS_GCF_000165925.1;RS_GCF_000204685.1;RS_GCF_000204705.1;RS_GCF_000204725.1;RS_GCF_000204745.1;RS_GCF_000204765.1;RS_GCF_000204785.1;RS_GCF_000204805.1;RS_GCF_000204825.1;RS_GCF_000204845.1;RS_GCF_000204865.1;RS_GCF_000204885.1;RS_GCF_000204905.1;RS_GCF_000264395.1;RS_GCF_000385965.2;RS_GCF_000742675.1;RS_GCF_000743235.1;RS_GCF_000983035.1;RS_GCF_001584335.1;RS_GCF_001587405.1;RS_GCF_001591925.1;RS_GCF_001639965.1;RS_GCF_002173495.1;RS_GCF_002243495.1;RS_GCF_002998055.1;RS_GCF_002998075.1;RS_GCF_002998135.1;RS_GCF_003003625.1;RS_GCF_003003645.1
s__Haemophilus influenzae,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus;s__Haemophilus influenzae,1449,1311,1472,277,1197,1063,50,99.37758592132502,98.86298855835241,1752.431467626018,1768.4921468216041,65.09210526315789,gtdb,RS_GCF_002986555.1;RS_GCF_002989765.1;RS_GCF_001184435.1;RS_GCF_002984615.1;RS_GCF_900032115.1;RS_GCF_002990135.1;RS_GCF_002983845.1;RS_GCF_000175435.1;RS_GCF_002983825.1;RS_GCF_002988885.1;RS_GCF_003203155.1;RS_GCF_002986795.1;RS_GCF_001184695.1;RS_GCF_002989175.1;RS_GCF_002990305.1;RS_GCF_002988465.1;RS_GCF_002917855.1;RS_GCF_000173335.1;RS_GCF_900041425.1;RS_GCF_002985045.1;RS_GCF_002984245.1;GB_GCA_000016485.1;RS_GCF_002985345.1;RS_GCF_002990865.1;RS_GCF_002985375.1;RS_GCF_002988555.1;RS_GCF_002984985.1;RS_GCF_002990375.1;RS_GCF_002989195.1;RS_GCF_002988425.1;RS_GCF_002988655.1;RS_GCF_000931575.1;RS_GCF_002983885.1;RS_GCF_002988835.1;RS_GCF_002990535.1;RS_GCF_002985305.1;RS_GCF_002984845.1;RS_GCF_002988945.1;RS_GCF_002991465.1;RS_GCF_001053795.1;RS_GCF_002985665.1;RS_GCF_002987315.1;RS_GCF_002093175.1;RS_GCF_000165525.1;RS_GCF_001856725.1;RS_GCF_000636035.1;RS_GCF_001056575.1;RS_GCF_000833935.1;RS_GCF_002984785.1;RS_GCF_002915495.1
